answer_id,local-authority-code,question_id,audited_answer,score,max_score
SLA_s2_m&a_q8_sp7,SLA,s2_m&a_q8_sp7,False,0.0,1
SLA_s4_coms_q16_sp1,SLA,s4_coms_q16_sp1,True,1.0,1
SLA_s1_gov_q4_sp4,SLA,s1_gov_q4_sp4,True,1.0,1
SLA_s1_gov_q5_sp2,SLA,s1_gov_q5_sp2,True,1.0,1
SLA_s2_m&a_q9_sp8,SLA,s2_m&a_q9_sp8,False,0.0,1
SLA_s4_coms_q17_sp1,SLA,s4_coms_q17_sp1,False,0.0,1
SLA_s1_gov_q3_sp1,SLA,s1_gov_q3_sp1,False,0.0,1
SLA_s1_gov_q2_sp1_v2,SLA,s1_gov_q2_sp1_v2,True,1.0,1
SLA_s8_est_q25_sp1,SLA,s8_est_q25_sp1,True,1.0,1
SLA_s2_m&a_q8_sp6,SLA,s2_m&a_q8_sp6,False,0.0,1
SLA_s2_m&a_q9_sp7,SLA,s2_m&a_q9_sp7,True,1.0,1
SLA_s2_m&a_q9_sp5,SLA,s2_m&a_q9_sp5,False,0.0,1
SLA_s1_gov_q1_sp1,SLA,s1_gov_q1_sp1,False,0.0,1
SLA_s1_gov_q5_sp1,SLA,s1_gov_q5_sp1,True,1.0,1
SLA_s8_est_q26_sp1,SLA,s8_est_q26_sp1,False,0.0,1
SLA_s3_c&a_q10_sp3,SLA,s3_c&a_q10_sp3,False,0.0,1
SLA_s2_m&a_q8_sp5,SLA,s2_m&a_q8_sp5,False,0.0,1
SLA_s9_ee_q27_sp1,SLA,s9_ee_q27_sp1,False,0.0,1
SLA_s2_m&a_q9_sp2,SLA,s2_m&a_q9_sp2,False,0.0,1
SLA_s1_gov_q4_sp5,SLA,s1_gov_q4_sp5,False,0.0,1
SLA_s3_c&a_q10_sp2,SLA,s3_c&a_q10_sp2,True,1.0,1
SLA_s5_mset_q18_sp2,SLA,s5_mset_q18_sp2,True,1.0,1
SLA_s1_gov_q1_sp2,SLA,s1_gov_q1_sp2,False,0.0,1
SLA_s8_est_q26_sp2,SLA,s8_est_q26_sp2,False,0.0,1
SLA_s2_m&a_q9_sp6,SLA,s2_m&a_q9_sp6,False,0.0,1
SLA_s1_gov_q6_sp1,SLA,s1_gov_q6_sp1,True,1.0,1
SLA_s2_m&a_q8_sp4,SLA,s2_m&a_q8_sp4,True,1.0,1
SLA_s2_m&a_q8_sp8,SLA,s2_m&a_q8_sp8,True,1.0,1
SLA_s1_gov_q1_sp3,SLA,s1_gov_q1_sp3,True,1.0,1
SLA_s5_mset_q19_sp2,SLA,s5_mset_q19_sp2,False,0.0,1
SLA_s9_ee_q27_sp2,SLA,s9_ee_q27_sp2,True,1.0,1
SLA_s5_mset_q18_sp1,SLA,s5_mset_q18_sp1,False,0.0,1
SLA_s1_gov_q2_sp3,SLA,s1_gov_q2_sp3,3 bullet points covered,1.0,2
SLA_s2_m&a_q7_sp1,SLA,s2_m&a_q7_sp1,True,1.0,1
SLA_s9_ee_q28_sp1,SLA,s9_ee_q28_sp1,False,0.0,1
SLA_s7_dsi_q22_sp1,SLA,s7_dsi_q22_sp1,False,0.0,2
SLA_s2_m&a_q8_sp1,SLA,s2_m&a_q8_sp1,False,0.0,1
SLA_s2_m&a_q8_sp3,SLA,s2_m&a_q8_sp3,True,1.0,1
SLA_s4_coms_q13_sp2,SLA,s4_coms_q13_sp2,False,0.0,1
SLA_s4_coms_q13_sp3_new,SLA,s4_coms_q13_sp3_new,True,1.0,1
SLA_s1_gov_q2_sp2,SLA,s1_gov_q2_sp2,True,1.0,1
SLA_s8_est_q25_sp2,SLA,s8_est_q25_sp2,False,0.0,1
SLA_s7_dsi_q23_sp1,SLA,s7_dsi_q23_sp1,True,1.0,1
SLA_s3_c&a_q10_sp1,SLA,s3_c&a_q10_sp1,True,1.0,1
SLA_s8_est_q24_sp1,SLA,s8_est_q24_sp1,False,0.0,1
SLA_s1_gov_q6_sp2,SLA,s1_gov_q6_sp2,False,0.0,1
SLA_s3_c&a_q11_sp2,SLA,s3_c&a_q11_sp2,False,0.0,1
SLA_s6_cb_q21_sp2,SLA,s6_cb_q21_sp2,True,1.0,1
SLA_s2_m&a_q8_sp2,SLA,s2_m&a_q8_sp2,True,1.0,1
SLA_s9_ee_q27_sp3,SLA,s9_ee_q27_sp3,False,0.0,1
SLA_s4_coms_q15_sp1,SLA,s4_coms_q15_sp1,False,0.0,1
SLA_s4_coms_q15_sp2,SLA,s4_coms_q15_sp2,False,0.0,1
SLA_s4_coms_q14_sp2,SLA,s4_coms_q14_sp2,True,1.0,1
SLA_s1_gov_q4_sp3,SLA,s1_gov_q4_sp3,False,0.0,1
SLA_s5_mset_q18_sp3,SLA,s5_mset_q18_sp3,True,1.0,1
SLA_s4_coms_q15_sp3,SLA,s4_coms_q15_sp3,False,0.0,1
SLF_s4_coms_q15_sp1,SLF,s4_coms_q15_sp1,True,1.0,1
SLF_s4_coms_q13_sp3_new,SLF,s4_coms_q13_sp3_new,True,1.0,1
SLF_s2_m&a_q9_sp6,SLF,s2_m&a_q9_sp6,True,1.0,1
SLF_s1_gov_q2_sp1_v2_b,SLF,s1_gov_q2_sp1_v2_b,No,0.0,2
SLF_s4_coms_q13_sp2,SLF,s4_coms_q13_sp2,False,0.0,1
SLF_s1_gov_q6_sp3,SLF,s1_gov_q6_sp3,True,1.0,1
SLF_s2_m&a_q8_sp5,SLF,s2_m&a_q8_sp5,True,1.0,1
SLF_s2_m&a_q8_sp7,SLF,s2_m&a_q8_sp7,True,1.0,1
SLF_s2_m&a_q9_sp1,SLF,s2_m&a_q9_sp1,True,1.0,1
SLF_s3_c&a_q10_sp1,SLF,s3_c&a_q10_sp1,True,1.0,1
SLF_s4_coms_q17_sp1,SLF,s4_coms_q17_sp1,False,0.0,1
SLF_s2_m&a_q8_sp8,SLF,s2_m&a_q8_sp8,True,1.0,1
SLF_s4_coms_q14_sp1,SLF,s4_coms_q14_sp1,True,1.0,1
SLF_s6_cb_q21_sp2,SLF,s6_cb_q21_sp2,True,1.0,1
SLF_s4_coms_q14_sp2,SLF,s4_coms_q14_sp2,True,1.0,1
SLF_s5_mset_q18_sp2,SLF,s5_mset_q18_sp2,True,1.0,1
SLF_s1_gov_q2_sp1_v2,SLF,s1_gov_q2_sp1_v2,False,0.0,1
SLF_s3_c&a_q10_sp2,SLF,s3_c&a_q10_sp2,False,0.0,1
SLF_s3_c&a_q10_sp3,SLF,s3_c&a_q10_sp3,False,0.0,1
SLF_s3_c&a_q12_sp2,SLF,s3_c&a_q12_sp2,False,0.0,1
SLF_s3_c&a_q12_sp1,SLF,s3_c&a_q12_sp1,True,1.0,1
SLF_s2_m&a_q9_sp2,SLF,s2_m&a_q9_sp2,True,1.0,1
SLF_s1_gov_q2_sp3,SLF,s1_gov_q2_sp3,False,0.0,2
SLF_s9_ee_q27_sp3,SLF,s9_ee_q27_sp3,True,1.0,1
SLF_s2_m&a_q8_sp6,SLF,s2_m&a_q8_sp6,True,1.0,1
SLF_s3_c&a_q11_sp2,SLF,s3_c&a_q11_sp2,True,1.0,1
SLF_s3_c&a_q11_sp1,SLF,s3_c&a_q11_sp1,True,1.0,1
SLF_s8_est_q24_sp1,SLF,s8_est_q24_sp1,True,1.0,1
SLF_s4_coms_q15_sp3,SLF,s4_coms_q15_sp3,False,0.0,1
SLF_s4_coms_q15_sp2,SLF,s4_coms_q15_sp2,True,1.0,1
SLF_s2_m&a_q8_sp2,SLF,s2_m&a_q8_sp2,True,1.0,1
SLF_s5_mset_q18_sp3,SLF,s5_mset_q18_sp3,False,0.0,1
SLF_s7_dsi_q23_sp1,SLF,s7_dsi_q23_sp1,True,1.0,1
SLF_s1_gov_q2_sp2,SLF,s1_gov_q2_sp2,False,0.0,1
SLF_s9_ee_q27_sp1,SLF,s9_ee_q27_sp1,True,1.0,1
SLF_s1_gov_q4_sp5,SLF,s1_gov_q4_sp5,False,0.0,1
SLF_s2_m&a_q9_sp7,SLF,s2_m&a_q9_sp7,True,1.0,1
SLF_s8_est_q25_sp2,SLF,s8_est_q25_sp2,False,0.0,1
SLF_s1_gov_q1_sp2,SLF,s1_gov_q1_sp2,True,1.0,1
SLF_s8_est_q26_sp2,SLF,s8_est_q26_sp2,True,1.0,1
SLF_s1_gov_q6_sp1,SLF,s1_gov_q6_sp1,True,1.0,1
SLF_s2_m&a_q8_sp4,SLF,s2_m&a_q8_sp4,True,1.0,1
SLF_s1_gov_q1_sp3,SLF,s1_gov_q1_sp3,True,1.0,1
SLF_s9_ee_q27_sp2,SLF,s9_ee_q27_sp2,True,1.0,1
SLF_s5_mset_q18_sp1,SLF,s5_mset_q18_sp1,True,1.0,1
SLF_s2_m&a_q7_sp1,SLF,s2_m&a_q7_sp1,True,1.0,1
SLF_s5_mset_q19_sp2,SLF,s5_mset_q19_sp2,True,1.0,1
SLF_s7_dsi_q22_sp1,SLF,s7_dsi_q22_sp1,False,0.0,2
SLF_s8_est_q25_sp1,SLF,s8_est_q25_sp1,False,0.0,1
SLF_s2_m&a_q8_sp3,SLF,s2_m&a_q8_sp3,True,1.0,1
SLF_s7_dsi_q22_sp2,SLF,s7_dsi_q22_sp2,False,0.0,2
SLF_s1_gov_q6_sp2,SLF,s1_gov_q6_sp2,False,0.0,1
SLF_s1_gov_q4_sp3,SLF,s1_gov_q4_sp3,False,0.0,1
SLF_s2_m&a_q8_sp1,SLF,s2_m&a_q8_sp1,True,1.0,1
SLF_s2_m&a_q9_sp5,SLF,s2_m&a_q9_sp5,False,0.0,1
SLF_s1_gov_q3_sp1,SLF,s1_gov_q3_sp1,False,0.0,1
SLF_s1_gov_q1_sp1,SLF,s1_gov_q1_sp1,True,1.0,1
SLF_s1_gov_q5_sp1,SLF,s1_gov_q5_sp1,True,1.0,1
SLF_s6_cb_q20_sp1,SLF,s6_cb_q20_sp1,5 more areas covered,2.0,2
SLF_s8_est_q26_sp1,SLF,s8_est_q26_sp1,True,1.0,1
SLF_s2_m&a_q9_sp8,SLF,s2_m&a_q9_sp8,False,0.0,1
SLF_s1_gov_q4_sp2,SLF,s1_gov_q4_sp2,False,0.0,1
SLF_s1_gov_q5_sp2,SLF,s1_gov_q5_sp2,False,0.0,1
SLF_s1_gov_q3_sp2,SLF,s1_gov_q3_sp2,False,0.0,1
SLF_s2_m&a_q9_sp3,SLF,s2_m&a_q9_sp3,True,1.0,1
SLF_s1_gov_q4_sp4,SLF,s1_gov_q4_sp4,False,0.0,1
SLF_s9_ee_q28_sp1,SLF,s9_ee_q28_sp1,False,0.0,1
SLF_s1_gov_q4_sp1,SLF,s1_gov_q4_sp1,False,0.0,1
SLF_s6_cb_q21_sp1,SLF,s6_cb_q21_sp1,True,1.0,1
SLF_s5_mset_q19_sp1,SLF,s5_mset_q19_sp1,True,1.0,1
SLF_s2_m&a_q9_sp4,SLF,s2_m&a_q9_sp4,True,1.0,1
SLF_s4_coms_q16_sp1,SLF,s4_coms_q16_sp1,True,1.0,1
SLF_s2_m&a_q8_sp9,SLF,s2_m&a_q8_sp9,False,0.0,1
SLG_s1_gov_q3_sp1,SLG,s1_gov_q3_sp1,False,0.0,1
SLG_s1_gov_q4_sp1,SLG,s1_gov_q4_sp1,False,0.0,1
SLG_s1_gov_q2_sp3,SLG,s1_gov_q2_sp3,False,0.0,2
SLG_s2_m&a_q8_sp2,SLG,s2_m&a_q8_sp2,True,1.0,1
SLG_s2_m&a_q9_sp6,SLG,s2_m&a_q9_sp6,True,1.0,1
SLG_s7_dsi_q22_sp2,SLG,s7_dsi_q22_sp2,3 areas covered,1.0,2
SLG_s7_dsi_q22_sp1,SLG,s7_dsi_q22_sp1,False,0.0,2
SLG_s2_m&a_q8_sp4,SLG,s2_m&a_q8_sp4,True,1.0,1
SLG_s5_mset_q19_sp1,SLG,s5_mset_q19_sp1,True,1.0,1
SLG_s1_gov_q1_sp1,SLG,s1_gov_q1_sp1,True,1.0,1
SLG_s3_c&a_q12_sp1,SLG,s3_c&a_q12_sp1,True,1.0,1
SLG_s1_gov_q4_sp3,SLG,s1_gov_q4_sp3,True,1.0,1
SLG_s3_c&a_q10_sp3,SLG,s3_c&a_q10_sp3,False,0.0,1
SLG_s9_ee_q27_sp3,SLG,s9_ee_q27_sp3,True,1.0,1
SLG_s4_coms_q13_sp3_new,SLG,s4_coms_q13_sp3_new,True,1.0,1
SLG_s9_ee_q27_sp2,SLG,s9_ee_q27_sp2,True,1.0,1
SLG_s1_gov_q6_sp2,SLG,s1_gov_q6_sp2,True,1.0,1
SLG_s4_coms_q17_sp1,SLG,s4_coms_q17_sp1,False,0.0,1
SLG_s2_m&a_q8_sp1,SLG,s2_m&a_q8_sp1,True,1.0,1
SLG_s2_m&a_q9_sp3,SLG,s2_m&a_q9_sp3,True,1.0,1
SLG_s2_m&a_q9_sp1,SLG,s2_m&a_q9_sp1,True,1.0,1
SLG_s4_coms_q14_sp2,SLG,s4_coms_q14_sp2,True,1.0,1
SLG_s2_m&a_q9_sp8,SLG,s2_m&a_q9_sp8,False,0.0,1
SLG_s1_gov_q4_sp5,SLG,s1_gov_q4_sp5,False,0.0,1
SLG_s6_cb_q20_sp1,SLG,s6_cb_q20_sp1,3 areas covered,1.0,2
SLG_s9_ee_q27_sp1,SLG,s9_ee_q27_sp1,True,1.0,1
SLG_s1_gov_q1_sp2,SLG,s1_gov_q1_sp2,True,1.0,1
SLG_s1_gov_q6_sp3,SLG,s1_gov_q6_sp3,True,1.0,1
SLG_s3_c&a_q11_sp1,SLG,s3_c&a_q11_sp1,True,1.0,1
SLG_s2_m&a_q8_sp9,SLG,s2_m&a_q8_sp9,True,1.0,1
SLG_s2_m&a_q8_sp6,SLG,s2_m&a_q8_sp6,True,1.0,1
SLG_s1_gov_q1_sp3,SLG,s1_gov_q1_sp3,True,1.0,1
SLG_s3_c&a_q11_sp2,SLG,s3_c&a_q11_sp2,False,0.0,1
SLG_s1_gov_q2_sp1_v2,SLG,s1_gov_q2_sp1_v2,False,0.0,1
SLG_s4_coms_q14_sp1,SLG,s4_coms_q14_sp1,True,1.0,1
SLG_s6_cb_q21_sp1,SLG,s6_cb_q21_sp1,True,1.0,1
SLG_s2_m&a_q8_sp7,SLG,s2_m&a_q8_sp7,True,1.0,1
SLG_s2_m&a_q8_sp5,SLG,s2_m&a_q8_sp5,True,1.0,1
SLG_s8_est_q24_sp1,SLG,s8_est_q24_sp1,True,1.0,1
SLG_s8_est_q26_sp2,SLG,s8_est_q26_sp2,True,1.0,1
SLG_s4_coms_q16_sp1,SLG,s4_coms_q16_sp1,True,1.0,1
SLG_s2_m&a_q7_sp1,SLG,s2_m&a_q7_sp1,True,1.0,1
SLG_s2_m&a_q9_sp7,SLG,s2_m&a_q9_sp7,True,1.0,1
SLG_s1_gov_q4_sp4,SLG,s1_gov_q4_sp4,True,1.0,1
SLG_s8_est_q26_sp1,SLG,s8_est_q26_sp1,True,1.0,1
SLG_s1_gov_q4_sp2,SLG,s1_gov_q4_sp2,True,1.0,1
SLG_s2_m&a_q9_sp5,SLG,s2_m&a_q9_sp5,True,1.0,1
SLG_s1_gov_q2_sp2,SLG,s1_gov_q2_sp2,True,1.0,1
SLG_s4_coms_q15_sp2,SLG,s4_coms_q15_sp2,True,1.0,1
SLG_s1_gov_q3_sp2,SLG,s1_gov_q3_sp2,False,0.0,1
SLG_s1_gov_q5_sp1,SLG,s1_gov_q5_sp1,True,1.0,1
SLG_s9_ee_q28_sp1,SLG,s9_ee_q28_sp1,False,0.0,1
SLG_s4_coms_q15_sp3,SLG,s4_coms_q15_sp3,False,0.0,1
SLG_s1_gov_q5_sp2,SLG,s1_gov_q5_sp2,True,1.0,1
SLG_s5_mset_q19_sp2,SLG,s5_mset_q19_sp2,True,1.0,1
SLG_s2_m&a_q9_sp4,SLG,s2_m&a_q9_sp4,True,1.0,1
SLG_s7_dsi_q23_sp1,SLG,s7_dsi_q23_sp1,False,0.0,1
SLG_s3_c&a_q10_sp1,SLG,s3_c&a_q10_sp1,True,1.0,1
SLG_s3_c&a_q10_sp2,SLG,s3_c&a_q10_sp2,True,1.0,1
SLG_s5_mset_q18_sp3,SLG,s5_mset_q18_sp3,True,1.0,1
SLG_s2_m&a_q8_sp8,SLG,s2_m&a_q8_sp8,True,1.0,1
SLG_s5_mset_q18_sp2,SLG,s5_mset_q18_sp2,True,1.0,1
SLG_s2_m&a_q9_sp2,SLG,s2_m&a_q9_sp2,True,1.0,1
SLG_s2_m&a_q8_sp3,SLG,s2_m&a_q8_sp3,True,1.0,1
SLG_s4_coms_q15_sp1,SLG,s4_coms_q15_sp1,True,1.0,1
SLG_s5_mset_q18_sp1,SLG,s5_mset_q18_sp1,False,0.0,1
SLG_s4_coms_q13_sp2,SLG,s4_coms_q13_sp2,False,0.0,1
SLG_s1_gov_q2_sp1_v2_b,SLG,s1_gov_q2_sp1_v2_b,A target of 2031 - 2050,1.0,2
SLG_s3_c&a_q12_sp2,SLG,s3_c&a_q12_sp2,False,0.0,1
SLG_s6_cb_q21_sp2,SLG,s6_cb_q21_sp2,True,1.0,1
SLG_s8_est_q25_sp2,SLG,s8_est_q25_sp2,False,0.0,1
SLG_s1_gov_q6_sp1,SLG,s1_gov_q6_sp1,True,1.0,1
SLG_s8_est_q25_sp1,SLG,s8_est_q25_sp1,False,0.0,1
SLK_s2_m&a_q9_sp7,SLK,s2_m&a_q9_sp7,True,1.0,1
SLK_s4_coms_q15_sp2,SLK,s4_coms_q15_sp2,True,1.0,1
SLK_s8_est_q25_sp2,SLK,s8_est_q25_sp2,False,0.0,1
SLK_s2_m&a_q8_sp2,SLK,s2_m&a_q8_sp2,True,1.0,1
SLK_s4_coms_q15_sp3,SLK,s4_coms_q15_sp3,True,1.0,1
SLK_s5_mset_q19_sp2,SLK,s5_mset_q19_sp2,True,1.0,1
SLK_s5_mset_q18_sp1,SLK,s5_mset_q18_sp1,False,0.0,1
SLK_s8_est_q25_sp1,SLK,s8_est_q25_sp1,True,1.0,1
SLK_s2_m&a_q8_sp3,SLK,s2_m&a_q8_sp3,True,1.0,1
SLK_s8_est_q26_sp2,SLK,s8_est_q26_sp2,False,0.0,1
SLK_s2_m&a_q8_sp4,SLK,s2_m&a_q8_sp4,True,1.0,1
SLK_s7_dsi_q22_sp1,SLK,s7_dsi_q22_sp1,False,0.0,2
SLK_s7_dsi_q22_sp2,SLK,s7_dsi_q22_sp2,False,0.0,2
SLK_s2_m&a_q7_sp1,SLK,s2_m&a_q7_sp1,True,1.0,1
SLK_s1_gov_q2_sp2,SLK,s1_gov_q2_sp2,False,0.0,1
SLK_s1_gov_q1_sp3,SLK,s1_gov_q1_sp3,False,0.0,1
SLK_s2_m&a_q8_sp1,SLK,s2_m&a_q8_sp1,False,0.0,1
SLK_s1_gov_q6_sp2,SLK,s1_gov_q6_sp2,True,1.0,1
SLK_s2_m&a_q8_sp7,SLK,s2_m&a_q8_sp7,False,0.0,1
SLK_s3_c&a_q10_sp3,SLK,s3_c&a_q10_sp3,False,0.0,1
SLK_s3_c&a_q11_sp1,SLK,s3_c&a_q11_sp1,True,1.0,1
SLK_s9_ee_q27_sp3,SLK,s9_ee_q27_sp3,True,1.0,1
SLK_s4_coms_q14_sp2,SLK,s4_coms_q14_sp2,False,0.0,1
SLK_s6_cb_q21_sp2,SLK,s6_cb_q21_sp2,False,0.0,1
SLK_s2_m&a_q8_sp8,SLK,s2_m&a_q8_sp8,True,1.0,1
SLK_s2_m&a_q9_sp2,SLK,s2_m&a_q9_sp2,True,1.0,1
SLK_s7_dsi_q23_sp1,SLK,s7_dsi_q23_sp1,False,0.0,1
SLK_s1_gov_q2_sp3,SLK,s1_gov_q2_sp3,False,0.0,2
SLK_s3_c&a_q10_sp1,SLK,s3_c&a_q10_sp1,True,1.0,1
SLK_s4_coms_q13_sp2,SLK,s4_coms_q13_sp2,False,0.0,1
SLK_s2_m&a_q9_sp6,SLK,s2_m&a_q9_sp6,False,0.0,1
SLK_s9_ee_q28_sp1,SLK,s9_ee_q28_sp1,False,0.0,1
SLK_s5_mset_q18_sp2,SLK,s5_mset_q18_sp2,False,0.0,1
SLK_s3_c&a_q11_sp2,SLK,s3_c&a_q11_sp2,False,0.0,1
SLK_s4_coms_q17_sp1,SLK,s4_coms_q17_sp1,True,1.0,1
SLK_s1_gov_q2_sp1_v2,SLK,s1_gov_q2_sp1_v2,False,0.0,1
SLK_s9_ee_q27_sp2,SLK,s9_ee_q27_sp2,True,1.0,1
SLK_s2_m&a_q9_sp3,SLK,s2_m&a_q9_sp3,False,0.0,1
SLK_s1_gov_q3_sp2,SLK,s1_gov_q3_sp2,True,1.0,1
SLK_s1_gov_q3_sp1,SLK,s1_gov_q3_sp1,True,1.0,1
SLK_s2_m&a_q9_sp8,SLK,s2_m&a_q9_sp8,False,0.0,1
SLK_s2_m&a_q8_sp6,SLK,s2_m&a_q8_sp6,False,0.0,1
SLK_s2_m&a_q9_sp1,SLK,s2_m&a_q9_sp1,False,0.0,1
SLK_s1_gov_q6_sp1,SLK,s1_gov_q6_sp1,True,1.0,1
SLK_s1_gov_q4_sp4,SLK,s1_gov_q4_sp4,True,1.0,1
SLK_s4_coms_q16_sp1,SLK,s4_coms_q16_sp1,True,1.0,1
SLK_s5_mset_q19_sp1,SLK,s5_mset_q19_sp1,True,1.0,1
SLK_s2_m&a_q8_sp5,SLK,s2_m&a_q8_sp5,False,0.0,1
SLK_s2_m&a_q9_sp5,SLK,s2_m&a_q9_sp5,False,0.0,1
SLK_s4_coms_q14_sp1,SLK,s4_coms_q14_sp1,True,1.0,1
SLK_s8_est_q26_sp1,SLK,s8_est_q26_sp1,True,1.0,1
SLK_s1_gov_q1_sp2,SLK,s1_gov_q1_sp2,False,0.0,1
SLK_s1_gov_q4_sp5,SLK,s1_gov_q4_sp5,False,0.0,1
SLK_s6_cb_q21_sp1,SLK,s6_cb_q21_sp1,True,1.0,1
SLK_s1_gov_q4_sp1,SLK,s1_gov_q4_sp1,False,0.0,1
SLK_s1_gov_q1_sp1,SLK,s1_gov_q1_sp1,True,1.0,1
SLK_s9_ee_q27_sp1,SLK,s9_ee_q27_sp1,True,1.0,1
SLK_s1_gov_q5_sp2,SLK,s1_gov_q5_sp2,False,0.0,1
SLK_s3_c&a_q12_sp2,SLK,s3_c&a_q12_sp2,False,0.0,1
SLK_s2_m&a_q8_sp9,SLK,s2_m&a_q8_sp9,False,0.0,1
SLK_s6_cb_q20_sp1,SLK,s6_cb_q20_sp1,3 areas covered,1.0,2
SLK_s1_gov_q5_sp1,SLK,s1_gov_q5_sp1,False,0.0,1
SLK_s5_mset_q18_sp3,SLK,s5_mset_q18_sp3,False,0.0,1
SLK_s3_c&a_q12_sp1,SLK,s3_c&a_q12_sp1,True,1.0,1
SLK_s1_gov_q2_sp1_v2_b,SLK,s1_gov_q2_sp1_v2_b,False,0.0,2
SLK_s1_gov_q6_sp3,SLK,s1_gov_q6_sp3,True,1.0,1
SLK_s8_est_q24_sp1,SLK,s8_est_q24_sp1,False,0.0,1
SLK_s1_gov_q4_sp3,SLK,s1_gov_q4_sp3,False,0.0,1
SLK_s4_coms_q13_sp3_new,SLK,s4_coms_q13_sp3_new,False,0.0,1
SLK_s2_m&a_q9_sp4,SLK,s2_m&a_q9_sp4,False,0.0,1
SLK_s4_coms_q15_sp1,SLK,s4_coms_q15_sp1,True,1.0,1
SLK_s3_c&a_q10_sp2,SLK,s3_c&a_q10_sp2,True,1.0,1
SLK_s1_gov_q4_sp2,SLK,s1_gov_q4_sp2,False,0.0,1
SND_s2_m&a_q9_sp7,SND,s2_m&a_q9_sp7,True,1.0,1
SND_s2_m&a_q9_sp4,SND,s2_m&a_q9_sp4,True,1.0,1
SND_s4_coms_q16_sp1,SND,s4_coms_q16_sp1,True,1.0,1
SND_s6_cb_q21_sp1,SND,s6_cb_q21_sp1,True,1.0,1
SND_s1_gov_q4_sp4,SND,s1_gov_q4_sp4,True,1.0,1
SND_s4_coms_q15_sp3,SND,s4_coms_q15_sp3,False,0.0,1
SND_s1_gov_q4_sp3,SND,s1_gov_q4_sp3,False,0.0,1
SND_s7_dsi_q23_sp1,SND,s7_dsi_q23_sp1,False,0.0,1
SND_s1_gov_q5_sp2,SND,s1_gov_q5_sp2,False,0.0,1
SND_s9_ee_q27_sp2,SND,s9_ee_q27_sp2,False,0.0,1
SND_s2_m&a_q8_sp6,SND,s2_m&a_q8_sp6,True,1.0,1
SND_s2_m&a_q9_sp8,SND,s2_m&a_q9_sp8,True,1.0,1
SND_s6_cb_q20_sp1,SND,s6_cb_q20_sp1,5 more areas covered,2.0,2
SND_s1_gov_q3_sp2,SND,s1_gov_q3_sp2,True,1.0,1
SND_s1_gov_q5_sp1,SND,s1_gov_q5_sp1,True,1.0,1
SND_s1_gov_q6_sp2,SND,s1_gov_q6_sp2,False,0.0,1
SND_s3_c&a_q11_sp2,SND,s3_c&a_q11_sp2,True,1.0,1
SND_s4_coms_q15_sp2,SND,s4_coms_q15_sp2,True,1.0,1
SND_s8_est_q26_sp1,SND,s8_est_q26_sp1,False,0.0,1
SND_s2_m&a_q9_sp3,SND,s2_m&a_q9_sp3,False,0.0,1
SND_s1_gov_q1_sp2,SND,s1_gov_q1_sp2,False,0.0,1
SND_s1_gov_q4_sp1,SND,s1_gov_q4_sp1,False,0.0,1
SND_s9_ee_q28_sp1,SND,s9_ee_q28_sp1,False,0.0,1
SND_s2_m&a_q9_sp6,SND,s2_m&a_q9_sp6,True,1.0,1
SND_s3_c&a_q10_sp2,SND,s3_c&a_q10_sp2,True,1.0,1
SND_s4_coms_q13_sp2,SND,s4_coms_q13_sp2,False,0.0,1
SND_s3_c&a_q10_sp1,SND,s3_c&a_q10_sp1,True,1.0,1
SND_s1_gov_q2_sp3,SND,s1_gov_q2_sp3,False,0.0,2
SND_s4_coms_q13_sp3_new,SND,s4_coms_q13_sp3_new,True,1.0,1
SND_s5_mset_q18_sp2,SND,s5_mset_q18_sp2,True,1.0,1
SND_s2_m&a_q8_sp1,SND,s2_m&a_q8_sp1,True,1.0,1
SND_s4_coms_q15_sp1,SND,s4_coms_q15_sp1,True,1.0,1
SND_s6_cb_q21_sp2,SND,s6_cb_q21_sp2,True,1.0,1
SND_s4_coms_q14_sp2,SND,s4_coms_q14_sp2,True,1.0,1
SND_s2_m&a_q9_sp2,SND,s2_m&a_q9_sp2,False,0.0,1
SND_s3_c&a_q12_sp1,SND,s3_c&a_q12_sp1,True,1.0,1
SND_s9_ee_q27_sp3,SND,s9_ee_q27_sp3,False,0.0,1
SND_s3_c&a_q11_sp1,SND,s3_c&a_q11_sp1,True,1.0,1
SND_s3_c&a_q10_sp3,SND,s3_c&a_q10_sp3,False,0.0,1
SND_s2_m&a_q8_sp7,SND,s2_m&a_q8_sp7,True,1.0,1
SND_s2_m&a_q8_sp8,SND,s2_m&a_q8_sp8,True,1.0,1
SND_s4_coms_q17_sp1,SND,s4_coms_q17_sp1,True,1.0,1
SND_s2_m&a_q8_sp9,SND,s2_m&a_q8_sp9,True,1.0,1
SND_s4_coms_q14_sp1,SND,s4_coms_q14_sp1,True,1.0,1
SND_s2_m&a_q9_sp1,SND,s2_m&a_q9_sp1,True,1.0,1
SND_s1_gov_q2_sp1_v2,SND,s1_gov_q2_sp1_v2,False,0.0,1
SND_s3_c&a_q12_sp2,SND,s3_c&a_q12_sp2,True,1.0,1
SND_s1_gov_q2_sp1_v2_b,SND,s1_gov_q2_sp1_v2_b,False,0.0,2
SND_s2_m&a_q9_sp5,SND,s2_m&a_q9_sp5,True,1.0,1
SND_s1_gov_q4_sp5,SND,s1_gov_q4_sp5,False,0.0,1
SND_s2_m&a_q8_sp5,SND,s2_m&a_q8_sp5,True,1.0,1
