local-authority-code,section,max_score,score,section_name
IOW,s2_m&a,18,17.0,Mitigation and adaptation
IOW,s3_c&a,7,5.0,Commitment and intergration
IOW,s4_coms,9,7.0,"Community, engagement and communications"
IOW,s5_mset,5,4.0,Measuring and setting emissions targets
IOW,s6_cb,4,4.0,Co-benefits
IOW,s7_dsi,5,3.0,Diversity and inclusion
IOW,s8_est,5,4.0,"Education, skills and training"
IOW,s9_ee,4,4.0,Ecological emergency
IPS,s1_gov,21,13.0,"Governance, development and funding"
IPS,s2_m&a,18,6.0,Mitigation and adaptation
IPS,s3_c&a,7,4.0,Commitment and intergration
IPS,s4_coms,9,8.0,"Community, engagement and communications"
IPS,s5_mset,5,3.0,Measuring and setting emissions targets
IPS,s6_cb,4,2.0,Co-benefits
IPS,s7_dsi,5,0.0,Diversity and inclusion
IPS,s8_est,5,2.0,"Education, skills and training"
IPS,s9_ee,4,2.0,Ecological emergency
ISL,s1_gov,21,15.0,"Governance, development and funding"
ISL,s2_m&a,18,8.0,Mitigation and adaptation
ISL,s3_c&a,7,5.0,Commitment and intergration
ISL,s4_coms,9,8.0,"Community, engagement and communications"
ISL,s5_mset,5,4.0,Measuring and setting emissions targets
ISL,s6_cb,4,2.0,Co-benefits
ISL,s7_dsi,5,1.0,Diversity and inclusion
ISL,s8_est,5,2.0,"Education, skills and training"
ISL,s9_ee,4,3.0,Ecological emergency
IVC,s1_gov,21,5.0,"Governance, development and funding"
IVC,s2_m&a,18,2.0,Mitigation and adaptation
IVC,s3_c&a,7,2.0,Commitment and intergration
IVC,s4_coms,9,1.0,"Community, engagement and communications"
IVC,s5_mset,5,2.0,Measuring and setting emissions targets
IVC,s6_cb,4,0.0,Co-benefits
IVC,s7_dsi,5,0.0,Diversity and inclusion
IVC,s8_est,5,2.0,"Education, skills and training"
IVC,s9_ee,4,1.0,Ecological emergency
KEC,s1_gov,21,9.0,"Governance, development and funding"
KEC,s2_m&a,18,13.0,Mitigation and adaptation
KEC,s3_c&a,7,5.0,Commitment and intergration
KEC,s4_coms,9,4.0,"Community, engagement and communications"
KEC,s5_mset,5,3.0,Measuring and setting emissions targets
KEC,s6_cb,4,4.0,Co-benefits
KEC,s7_dsi,5,3.0,Diversity and inclusion
KEC,s8_est,5,4.0,"Education, skills and training"
KEC,s9_ee,4,2.0,Ecological emergency
KEN,s1_gov,21,10.0,"Governance, development and funding"
KEN,s2_m&a,18,10.0,Mitigation and adaptation
KEN,s3_c&a,5,4.0,Commitment and intergration
KEN,s4_coms,9,6.0,"Community, engagement and communications"
KEN,s5_mset,5,3.0,Measuring and setting emissions targets
KEN,s6_cb,4,4.0,Co-benefits
KEN,s7_dsi,5,1.0,Diversity and inclusion
KEN,s8_est,5,0.0,"Education, skills and training"
KEN,s9_ee,4,2.0,Ecological emergency
KHL,s1_gov,21,7.0,"Governance, development and funding"
KHL,s2_m&a,18,10.0,Mitigation and adaptation
KHL,s3_c&a,7,3.0,Commitment and intergration
KHL,s4_coms,9,6.0,"Community, engagement and communications"
KHL,s5_mset,5,5.0,Measuring and setting emissions targets
KHL,s6_cb,4,2.0,Co-benefits
KHL,s7_dsi,5,1.0,Diversity and inclusion
KHL,s8_est,5,2.0,"Education, skills and training"
KHL,s9_ee,4,1.0,Ecological emergency
KIN,s1_gov,21,8.0,"Governance, development and funding"
KIN,s2_m&a,18,2.0,Mitigation and adaptation
KIN,s3_c&a,7,1.0,Commitment and intergration
KIN,s4_coms,9,5.0,"Community, engagement and communications"
KIN,s5_mset,5,3.0,Measuring and setting emissions targets
KIN,s6_cb,4,0.0,Co-benefits
KIN,s7_dsi,5,0.0,Diversity and inclusion
KIN,s8_est,5,1.0,"Education, skills and training"
KIN,s9_ee,4,0.0,Ecological emergency
KIR,s1_gov,21,0.0,"Governance, development and funding"
KIR,s2_m&a,18,0.0,Mitigation and adaptation
KIR,s3_c&a,7,0.0,Commitment and intergration
KIR,s4_coms,9,0.0,"Community, engagement and communications"
KIR,s5_mset,5,0.0,Measuring and setting emissions targets
KIR,s6_cb,4,0.0,Co-benefits
KIR,s7_dsi,5,0.0,Diversity and inclusion
KIR,s8_est,5,0.0,"Education, skills and training"
KIR,s9_ee,4,0.0,Ecological emergency
KTT,s1_gov,21,7.0,"Governance, development and funding"
KTT,s2_m&a,18,17.0,Mitigation and adaptation
KTT,s3_c&a,7,3.0,Commitment and intergration
KTT,s4_coms,9,8.0,"Community, engagement and communications"
KTT,s5_mset,5,2.0,Measuring and setting emissions targets
KTT,s6_cb,4,2.0,Co-benefits
KTT,s7_dsi,5,1.0,Diversity and inclusion
KTT,s8_est,5,2.0,"Education, skills and training"
KTT,s9_ee,4,2.0,Ecological emergency
KWL,s1_gov,21,9.0,"Governance, development and funding"
KWL,s2_m&a,18,0.0,Mitigation and adaptation
KWL,s3_c&a,7,4.0,Commitment and intergration
KWL,s4_coms,9,2.0,"Community, engagement and communications"
KWL,s5_mset,5,2.0,Measuring and setting emissions targets
KWL,s6_cb,4,0.0,Co-benefits
KWL,s7_dsi,5,0.0,Diversity and inclusion
KWL,s8_est,5,1.0,"Education, skills and training"
KWL,s9_ee,4,0.0,Ecological emergency
LAC,s1_gov,21,6.0,"Governance, development and funding"
LAC,s2_m&a,18,4.0,Mitigation and adaptation
LAC,s3_c&a,7,1.0,Commitment and intergration
LAC,s4_coms,9,0.0,"Community, engagement and communications"
LAC,s5_mset,5,0.0,Measuring and setting emissions targets
LAC,s6_cb,4,0.0,Co-benefits
LAC,s7_dsi,5,0.0,Diversity and inclusion
LAC,s8_est,5,1.0,"Education, skills and training"
LAC,s9_ee,4,0.0,Ecological emergency
LAN,s1_gov,21,0.0,"Governance, development and funding"
LAN,s2_m&a,18,0.0,Mitigation and adaptation
LAN,s3_c&a,5,0.0,Commitment and intergration
LAN,s4_coms,9,0.0,"Community, engagement and communications"
LAN,s5_mset,5,0.0,Measuring and setting emissions targets
LAN,s6_cb,4,0.0,Co-benefits
LAN,s7_dsi,5,0.0,Diversity and inclusion
LAN,s8_est,5,0.0,"Education, skills and training"
LAN,s9_ee,4,0.0,Ecological emergency
LBC,s1_gov,21,0.0,"Governance, development and funding"
LBC,s2_m&a,18,0.0,Mitigation and adaptation
LBC,s3_c&a,7,0.0,Commitment and intergration
LBC,s4_coms,9,0.0,"Community, engagement and communications"
LBC,s5_mset,5,0.0,Measuring and setting emissions targets
LBC,s6_cb,4,0.0,Co-benefits
LBC,s7_dsi,5,0.0,Diversity and inclusion
LBC,s8_est,5,0.0,"Education, skills and training"
LBC,s9_ee,4,0.0,Ecological emergency
LBH,s1_gov,21,7.0,"Governance, development and funding"
LBH,s2_m&a,18,3.0,Mitigation and adaptation
LBH,s3_c&a,7,4.0,Commitment and intergration
LBH,s4_coms,9,4.0,"Community, engagement and communications"
LBH,s5_mset,5,4.0,Measuring and setting emissions targets
LBH,s6_cb,4,2.0,Co-benefits
LBH,s7_dsi,5,0.0,Diversity and inclusion
LBH,s8_est,5,0.0,"Education, skills and training"
LBH,s9_ee,4,3.0,Ecological emergency
LCE,s1_gov,21,19.0,"Governance, development and funding"
LCE,s2_m&a,18,15.0,Mitigation and adaptation
LCE,s3_c&a,7,6.0,Commitment and intergration
LCE,s4_coms,9,9.0,"Community, engagement and communications"
LCE,s5_mset,5,4.0,Measuring and setting emissions targets
LCE,s6_cb,4,3.0,Co-benefits
LCE,s7_dsi,5,0.0,Diversity and inclusion
LCE,s8_est,5,1.0,"Education, skills and training"
LCE,s9_ee,4,3.0,Ecological emergency
LCR,s1_gov,21,9.0,"Governance, development and funding"
LCR,s2_m&a,18,15.0,Mitigation and adaptation
LCR,s3_c&a,5,1.0,Commitment and intergration
LCR,s4_coms,9,3.0,"Community, engagement and communications"
LCR,s5_mset,5,3.0,Measuring and setting emissions targets
LCR,s6_cb,4,1.0,Co-benefits
LCR,s7_dsi,5,0.0,Diversity and inclusion
LCR,s8_est,5,5.0,"Education, skills and training"
LCR,s9_ee,4,2.0,Ecological emergency
LDS,s1_gov,21,14.0,"Governance, development and funding"
LDS,s2_m&a,18,11.0,Mitigation and adaptation
LDS,s3_c&a,7,5.0,Commitment and intergration
LDS,s4_coms,9,6.0,"Community, engagement and communications"
LDS,s5_mset,5,4.0,Measuring and setting emissions targets
LDS,s6_cb,4,4.0,Co-benefits
LDS,s7_dsi,5,3.0,Diversity and inclusion
LDS,s8_est,5,4.0,"Education, skills and training"
LDS,s9_ee,4,3.0,Ecological emergency
LEC,s1_gov,21,9.0,"Governance, development and funding"
LEC,s2_m&a,18,6.0,Mitigation and adaptation
LEC,s3_c&a,5,4.0,Commitment and intergration
LEC,s4_coms,9,4.0,"Community, engagement and communications"
LEC,s5_mset,5,4.0,Measuring and setting emissions targets
LEC,s6_cb,4,3.0,Co-benefits
LEC,s7_dsi,5,0.0,Diversity and inclusion
LEC,s8_est,5,2.0,"Education, skills and training"
LEC,s9_ee,4,2.0,Ecological emergency
LEE,s1_gov,21,17.0,"Governance, development and funding"
LEE,s2_m&a,18,9.0,Mitigation and adaptation
LEE,s3_c&a,7,5.0,Commitment and intergration
LEE,s4_coms,9,5.0,"Community, engagement and communications"
LEE,s5_mset,5,5.0,Measuring and setting emissions targets
LEE,s6_cb,4,0.0,Co-benefits
LEE,s7_dsi,5,1.0,Diversity and inclusion
LEE,s8_est,5,2.0,"Education, skills and training"
LEE,s9_ee,4,2.0,Ecological emergency
LEW,s1_gov,21,15.0,"Governance, development and funding"
LEW,s2_m&a,18,11.0,Mitigation and adaptation
LEW,s3_c&a,7,7.0,Commitment and intergration
LEW,s4_coms,9,7.0,"Community, engagement and communications"
LEW,s5_mset,5,3.0,Measuring and setting emissions targets
LEW,s6_cb,4,4.0,Co-benefits
LEW,s7_dsi,5,4.0,Diversity and inclusion
LEW,s8_est,5,4.0,"Education, skills and training"
LEW,s9_ee,4,3.0,Ecological emergency
LIC,s1_gov,21,7.0,"Governance, development and funding"
LIC,s2_m&a,18,1.0,Mitigation and adaptation
LIC,s3_c&a,7,1.0,Commitment and intergration
LIC,s4_coms,9,4.0,"Community, engagement and communications"
LIC,s5_mset,5,2.0,Measuring and setting emissions targets
LIC,s6_cb,4,0.0,Co-benefits
LIC,s7_dsi,5,0.0,Diversity and inclusion
LIC,s8_est,5,0.0,"Education, skills and training"
LIC,s9_ee,4,0.0,Ecological emergency
LIF,s1_gov,21,0.0,"Governance, development and funding"
LIF,s2_m&a,18,0.0,Mitigation and adaptation
LIF,s3_c&a,7,0.0,Commitment and intergration
LIF,s4_coms,9,0.0,"Community, engagement and communications"
LIF,s5_mset,5,0.0,Measuring and setting emissions targets
LIF,s6_cb,4,0.0,Co-benefits
LIF,s7_dsi,5,0.0,Diversity and inclusion
LIF,s8_est,5,0.0,"Education, skills and training"
LIF,s9_ee,4,0.0,Ecological emergency
LIN,s1_gov,21,10.0,"Governance, development and funding"
LIN,s2_m&a,18,1.0,Mitigation and adaptation
LIN,s3_c&a,5,1.0,Commitment and intergration
LIN,s4_coms,9,3.0,"Community, engagement and communications"
LIN,s5_mset,5,1.0,Measuring and setting emissions targets
LIN,s6_cb,4,1.0,Co-benefits
LIN,s7_dsi,5,0.0,Diversity and inclusion
LIN,s8_est,5,0.0,"Education, skills and training"
LIN,s9_ee,4,0.0,Ecological emergency
LIV,s1_gov,21,8.0,"Governance, development and funding"
LIV,s2_m&a,18,4.0,Mitigation and adaptation
LIV,s3_c&a,7,1.0,Commitment and intergration
LIV,s4_coms,9,1.0,"Community, engagement and communications"
LIV,s5_mset,5,2.0,Measuring and setting emissions targets
LIV,s6_cb,4,1.0,Co-benefits
LIV,s7_dsi,5,0.0,Diversity and inclusion
LIV,s8_est,5,1.0,"Education, skills and training"
LIV,s9_ee,4,2.0,Ecological emergency
LND,s1_gov,21,5.0,"Governance, development and funding"
LND,s2_m&a,18,8.0,Mitigation and adaptation
LND,s3_c&a,7,3.0,Commitment and intergration
LND,s4_coms,9,3.0,"Community, engagement and communications"
LND,s5_mset,5,4.0,Measuring and setting emissions targets
LND,s6_cb,4,3.0,Co-benefits
LND,s7_dsi,5,0.0,Diversity and inclusion
LND,s8_est,5,0.0,"Education, skills and training"
LND,s9_ee,4,2.0,Ecological emergency
LUT,s1_gov,21,3.0,"Governance, development and funding"
LUT,s2_m&a,18,0.0,Mitigation and adaptation
LUT,s3_c&a,7,4.0,Commitment and intergration
LUT,s4_coms,9,3.0,"Community, engagement and communications"
LUT,s5_mset,5,0.0,Measuring and setting emissions targets
LUT,s6_cb,4,0.0,Co-benefits
LUT,s7_dsi,5,0.0,Diversity and inclusion
LUT,s8_est,5,2.0,"Education, skills and training"
LUT,s9_ee,4,0.0,Ecological emergency
MAI,s1_gov,21,20.0,"Governance, development and funding"
MAI,s2_m&a,18,15.0,Mitigation and adaptation
MAI,s3_c&a,7,7.0,Commitment and intergration
MAI,s4_coms,9,8.0,"Community, engagement and communications"
MAI,s5_mset,5,2.0,Measuring and setting emissions targets
MAI,s6_cb,4,4.0,Co-benefits
MAI,s7_dsi,5,1.0,Diversity and inclusion
MAI,s8_est,5,1.0,"Education, skills and training"
MAI,s9_ee,4,3.0,Ecological emergency
MAL,s1_gov,21,0.0,"Governance, development and funding"
MAL,s2_m&a,18,0.0,Mitigation and adaptation
MAL,s3_c&a,7,0.0,Commitment and intergration
MAL,s4_coms,9,0.0,"Community, engagement and communications"
MAL,s5_mset,5,0.0,Measuring and setting emissions targets
MAL,s6_cb,4,0.0,Co-benefits
MAL,s7_dsi,5,0.0,Diversity and inclusion
MAL,s8_est,5,0.0,"Education, skills and training"
MAL,s9_ee,4,0.0,Ecological emergency
MAN,s1_gov,21,19.0,"Governance, development and funding"
MAN,s2_m&a,18,18.0,Mitigation and adaptation
MAN,s3_c&a,7,6.0,Commitment and intergration
MAN,s4_coms,9,7.0,"Community, engagement and communications"
MAN,s5_mset,5,3.0,Measuring and setting emissions targets
MAN,s6_cb,4,4.0,Co-benefits
MAN,s7_dsi,5,4.0,Diversity and inclusion
MAN,s8_est,5,5.0,"Education, skills and training"
MAN,s9_ee,4,4.0,Ecological emergency
MAS,s1_gov,21,9.0,"Governance, development and funding"
MAS,s2_m&a,18,3.0,Mitigation and adaptation
MAS,s3_c&a,7,2.0,Commitment and intergration
MAS,s4_coms,9,6.0,"Community, engagement and communications"
MAS,s5_mset,5,5.0,Measuring and setting emissions targets
MAS,s6_cb,4,2.0,Co-benefits
MAS,s7_dsi,5,0.0,Diversity and inclusion
MAS,s8_est,5,3.0,"Education, skills and training"
MAS,s9_ee,4,0.0,Ecological emergency
MAV,s1_gov,21,11.0,"Governance, development and funding"
MAV,s2_m&a,18,9.0,Mitigation and adaptation
MAV,s3_c&a,7,3.0,Commitment and intergration
MAV,s4_coms,9,3.0,"Community, engagement and communications"
MAV,s5_mset,5,2.0,Measuring and setting emissions targets
MAV,s6_cb,4,1.0,Co-benefits
MAV,s7_dsi,5,0.0,Diversity and inclusion
MAV,s8_est,5,1.0,"Education, skills and training"
MAV,s9_ee,4,2.0,Ecological emergency
MDB,s1_gov,21,6.0,"Governance, development and funding"
MDB,s2_m&a,18,4.0,Mitigation and adaptation
MDB,s3_c&a,7,1.0,Commitment and intergration
MDB,s4_coms,9,3.0,"Community, engagement and communications"
MDB,s5_mset,5,1.0,Measuring and setting emissions targets
MDB,s6_cb,4,3.0,Co-benefits
MDB,s7_dsi,5,0.0,Diversity and inclusion
MDB,s8_est,5,1.0,"Education, skills and training"
MDB,s9_ee,4,2.0,Ecological emergency
MDE,s1_gov,21,9.0,"Governance, development and funding"
MDE,s2_m&a,18,10.0,Mitigation and adaptation
MDE,s3_c&a,7,5.0,Commitment and intergration
MDE,s4_coms,9,5.0,"Community, engagement and communications"
MDE,s5_mset,5,4.0,Measuring and setting emissions targets
MDE,s6_cb,4,3.0,Co-benefits
MDE,s7_dsi,5,1.0,Diversity and inclusion
MDE,s8_est,5,3.0,"Education, skills and training"
MDE,s9_ee,4,3.0,Ecological emergency
MDW,s1_gov,21,14.0,"Governance, development and funding"
MDW,s2_m&a,18,13.0,Mitigation and adaptation
MDW,s3_c&a,7,5.0,Commitment and intergration
MDW,s4_coms,9,7.0,"Community, engagement and communications"
MDW,s5_mset,5,5.0,Measuring and setting emissions targets
MDW,s6_cb,4,4.0,Co-benefits
MDW,s7_dsi,5,0.0,Diversity and inclusion
MDW,s8_est,5,5.0,"Education, skills and training"
MDW,s9_ee,4,2.0,Ecological emergency
MEA,s1_gov,21,0.0,"Governance, development and funding"
MEA,s2_m&a,18,0.0,Mitigation and adaptation
MEA,s3_c&a,7,0.0,Commitment and intergration
MEA,s4_coms,9,0.0,"Community, engagement and communications"
MEA,s5_mset,5,0.0,Measuring and setting emissions targets
MEA,s6_cb,4,0.0,Co-benefits
MEA,s7_dsi,5,0.0,Diversity and inclusion
MEA,s8_est,5,0.0,"Education, skills and training"
MEA,s9_ee,4,0.0,Ecological emergency
MEL,s1_gov,21,0.0,"Governance, development and funding"
MEL,s2_m&a,18,0.0,Mitigation and adaptation
MEL,s3_c&a,7,0.0,Commitment and intergration
MEL,s4_coms,9,0.0,"Community, engagement and communications"
MEL,s5_mset,5,0.0,Measuring and setting emissions targets
MEL,s6_cb,4,0.0,Co-benefits
MEL,s7_dsi,5,0.0,Diversity and inclusion
MEL,s8_est,5,0.0,"Education, skills and training"
MEL,s9_ee,4,0.0,Ecological emergency
MEN,s1_gov,21,16.0,"Governance, development and funding"
MEN,s2_m&a,18,18.0,Mitigation and adaptation
MEN,s3_c&a,7,3.0,Commitment and intergration
MEN,s4_coms,9,7.0,"Community, engagement and communications"
MEN,s5_mset,5,4.0,Measuring and setting emissions targets
MEN,s6_cb,4,4.0,Co-benefits
MEN,s7_dsi,5,2.0,Diversity and inclusion
MEN,s8_est,5,2.0,"Education, skills and training"
MEN,s9_ee,4,4.0,Ecological emergency
MIK,s1_gov,21,10.0,"Governance, development and funding"
MIK,s2_m&a,18,10.0,Mitigation and adaptation
MIK,s3_c&a,7,5.0,Commitment and intergration
MIK,s4_coms,9,3.0,"Community, engagement and communications"
MIK,s5_mset,5,2.0,Measuring and setting emissions targets
MIK,s6_cb,4,3.0,Co-benefits
MIK,s7_dsi,5,1.0,Diversity and inclusion
MIK,s8_est,5,2.0,"Education, skills and training"
MIK,s9_ee,4,3.0,Ecological emergency
MLN,s1_gov,21,13.0,"Governance, development and funding"
MLN,s2_m&a,18,10.0,Mitigation and adaptation
MLN,s3_c&a,7,5.0,Commitment and intergration
MLN,s4_coms,9,5.0,"Community, engagement and communications"
MLN,s5_mset,5,4.0,Measuring and setting emissions targets
MLN,s6_cb,4,0.0,Co-benefits
MLN,s7_dsi,5,0.0,Diversity and inclusion
MLN,s8_est,5,1.0,"Education, skills and training"
MLN,s9_ee,4,2.0,Ecological emergency
MOL,s1_gov,21,14.0,"Governance, development and funding"
MOL,s2_m&a,18,17.0,Mitigation and adaptation
MOL,s3_c&a,7,6.0,Commitment and intergration
MOL,s4_coms,9,5.0,"Community, engagement and communications"
MOL,s5_mset,5,3.0,Measuring and setting emissions targets
MOL,s6_cb,4,3.0,Co-benefits
MOL,s7_dsi,5,0.0,Diversity and inclusion
MOL,s8_est,5,3.0,"Education, skills and training"
MOL,s9_ee,4,2.0,Ecological emergency
MON,s1_gov,21,9.0,"Governance, development and funding"
MON,s2_m&a,18,10.0,Mitigation and adaptation
MON,s3_c&a,7,4.0,Commitment and intergration
MON,s4_coms,9,3.0,"Community, engagement and communications"
MON,s5_mset,5,3.0,Measuring and setting emissions targets
MON,s6_cb,4,1.0,Co-benefits
MON,s7_dsi,5,0.0,Diversity and inclusion
MON,s8_est,5,2.0,"Education, skills and training"
MON,s9_ee,4,2.0,Ecological emergency
MRT,s1_gov,21,14.0,"Governance, development and funding"
MRT,s2_m&a,18,7.0,Mitigation and adaptation
MRT,s3_c&a,7,6.0,Commitment and intergration
MRT,s4_coms,9,6.0,"Community, engagement and communications"
MRT,s5_mset,5,4.0,Measuring and setting emissions targets
MRT,s6_cb,4,1.0,Co-benefits
MRT,s7_dsi,5,0.0,Diversity and inclusion
MRT,s8_est,5,1.0,"Education, skills and training"
MRT,s9_ee,4,2.0,Ecological emergency
MRY,s1_gov,21,9.0,"Governance, development and funding"
MRY,s2_m&a,18,4.0,Mitigation and adaptation
MRY,s3_c&a,7,5.0,Commitment and intergration
MRY,s4_coms,9,5.0,"Community, engagement and communications"
MRY,s5_mset,5,2.0,Measuring and setting emissions targets
MRY,s6_cb,4,1.0,Co-benefits
MRY,s7_dsi,5,0.0,Diversity and inclusion
MRY,s8_est,5,2.0,"Education, skills and training"
MRY,s9_ee,4,0.0,Ecological emergency
MSS,s1_gov,21,6.0,"Governance, development and funding"
MSS,s2_m&a,18,10.0,Mitigation and adaptation
MSS,s3_c&a,7,1.0,Commitment and intergration
MSS,s4_coms,9,2.0,"Community, engagement and communications"
MSS,s5_mset,5,1.0,Measuring and setting emissions targets
MSS,s6_cb,4,0.0,Co-benefits
MSS,s7_dsi,5,0.0,Diversity and inclusion
MSS,s8_est,5,0.0,"Education, skills and training"
MSS,s9_ee,4,0.0,Ecological emergency
MSU,s1_gov,21,14.0,"Governance, development and funding"
MSU,s2_m&a,18,13.0,Mitigation and adaptation
MSU,s3_c&a,7,5.0,Commitment and intergration
MSU,s4_coms,9,6.0,"Community, engagement and communications"
MSU,s5_mset,5,2.0,Measuring and setting emissions targets
MSU,s6_cb,4,2.0,Co-benefits
MSU,s7_dsi,5,0.0,Diversity and inclusion
MSU,s8_est,5,3.0,"Education, skills and training"
MSU,s9_ee,4,3.0,Ecological emergency
MTY,s1_gov,21,2.0,"Governance, development and funding"
MTY,s2_m&a,18,0.0,Mitigation and adaptation
MTY,s3_c&a,7,1.0,Commitment and intergration
MTY,s4_coms,9,2.0,"Community, engagement and communications"
MTY,s5_mset,5,1.0,Measuring and setting emissions targets
MTY,s6_cb,4,0.0,Co-benefits
MTY,s7_dsi,5,0.0,Diversity and inclusion
MTY,s8_est,5,0.0,"Education, skills and training"
MTY,s9_ee,4,0.0,Ecological emergency
MUL,s1_gov,21,0.0,"Governance, development and funding"
MUL,s2_m&a,18,0.0,Mitigation and adaptation
MUL,s3_c&a,7,0.0,Commitment and intergration
MUL,s4_coms,9,0.0,"Community, engagement and communications"
MUL,s5_mset,5,0.0,Measuring and setting emissions targets
MUL,s6_cb,4,0.0,Co-benefits
MUL,s7_dsi,5,0.0,Diversity and inclusion
MUL,s8_est,5,0.0,"Education, skills and training"
MUL,s9_ee,4,0.0,Ecological emergency
NAY,s1_gov,21,9.0,"Governance, development and funding"
NAY,s2_m&a,18,6.0,Mitigation and adaptation
NAY,s3_c&a,7,3.0,Commitment and intergration
NAY,s4_coms,9,3.0,"Community, engagement and communications"
NAY,s5_mset,5,3.0,Measuring and setting emissions targets
NAY,s6_cb,4,0.0,Co-benefits
NAY,s7_dsi,5,0.0,Diversity and inclusion
NAY,s8_est,5,3.0,"Education, skills and training"
NAY,s9_ee,4,2.0,Ecological emergency
NBL,s1_gov,21,17.0,"Governance, development and funding"
NBL,s2_m&a,18,10.0,Mitigation and adaptation
NBL,s3_c&a,7,6.0,Commitment and intergration
NBL,s4_coms,9,8.0,"Community, engagement and communications"
NBL,s5_mset,5,4.0,Measuring and setting emissions targets
NBL,s6_cb,4,2.0,Co-benefits
NBL,s7_dsi,5,1.0,Diversity and inclusion
NBL,s8_est,5,4.0,"Education, skills and training"
NBL,s9_ee,4,4.0,Ecological emergency
NDE,s1_gov,21,0.0,"Governance, development and funding"
NDE,s2_m&a,18,0.0,Mitigation and adaptation
NDE,s3_c&a,7,0.0,Commitment and intergration
NDE,s4_coms,9,0.0,"Community, engagement and communications"
NDE,s5_mset,5,0.0,Measuring and setting emissions targets
NDE,s6_cb,4,0.0,Co-benefits
NDE,s7_dsi,5,0.0,Diversity and inclusion
NDE,s8_est,5,0.0,"Education, skills and training"
NDE,s9_ee,4,0.0,Ecological emergency
NEA,s1_gov,21,12.0,"Governance, development and funding"
NEA,s2_m&a,18,10.0,Mitigation and adaptation
NEA,s3_c&a,7,4.0,Commitment and intergration
NEA,s4_coms,9,3.0,"Community, engagement and communications"
NEA,s5_mset,5,2.0,Measuring and setting emissions targets
NEA,s6_cb,4,0.0,Co-benefits
NEA,s7_dsi,5,1.0,Diversity and inclusion
NEA,s8_est,5,1.0,"Education, skills and training"
NEA,s9_ee,4,2.0,Ecological emergency
NEC,s1_gov,21,8.0,"Governance, development and funding"
NEC,s2_m&a,18,3.0,Mitigation and adaptation
NEC,s3_c&a,7,2.0,Commitment and intergration
NEC,s4_coms,9,3.0,"Community, engagement and communications"
NEC,s5_mset,5,3.0,Measuring and setting emissions targets
NEC,s6_cb,4,2.0,Co-benefits
NEC,s7_dsi,5,0.0,Diversity and inclusion
NEC,s8_est,5,0.0,"Education, skills and training"
NEC,s9_ee,4,3.0,Ecological emergency
NECA,s1_gov,21,0.0,"Governance, development and funding"
NECA,s2_m&a,18,0.0,Mitigation and adaptation
NECA,s3_c&a,5,0.0,Commitment and intergration
NECA,s4_coms,9,0.0,"Community, engagement and communications"
NECA,s5_mset,5,0.0,Measuring and setting emissions targets
NECA,s6_cb,4,0.0,Co-benefits
NECA,s7_dsi,5,0.0,Diversity and inclusion
NECA,s8_est,5,0.0,"Education, skills and training"
NECA,s9_ee,4,0.0,Ecological emergency
NED,s1_gov,21,7.0,"Governance, development and funding"
NED,s2_m&a,18,13.0,Mitigation and adaptation
NED,s3_c&a,7,3.0,Commitment and intergration
NED,s4_coms,9,3.0,"Community, engagement and communications"
NED,s5_mset,5,1.0,Measuring and setting emissions targets
NED,s6_cb,4,2.0,Co-benefits
NED,s7_dsi,5,0.0,Diversity and inclusion
NED,s8_est,5,1.0,"Education, skills and training"
NED,s9_ee,4,0.0,Ecological emergency
NEL,s1_gov,21,0.0,"Governance, development and funding"
NEL,s2_m&a,18,0.0,Mitigation and adaptation
NEL,s3_c&a,7,0.0,Commitment and intergration
NEL,s4_coms,9,0.0,"Community, engagement and communications"
NEL,s5_mset,5,0.0,Measuring and setting emissions targets
NEL,s6_cb,4,0.0,Co-benefits
NEL,s7_dsi,5,0.0,Diversity and inclusion
NEL,s8_est,5,0.0,"Education, skills and training"
NEL,s9_ee,4,0.0,Ecological emergency
NET,s1_gov,21,16.0,"Governance, development and funding"
NET,s2_m&a,18,16.0,Mitigation and adaptation
NET,s3_c&a,7,6.0,Commitment and intergration
NET,s4_coms,9,8.0,"Community, engagement and communications"
NET,s5_mset,5,4.0,Measuring and setting emissions targets
NET,s6_cb,4,4.0,Co-benefits
NET,s7_dsi,5,4.0,Diversity and inclusion
NET,s8_est,5,3.0,"Education, skills and training"
NET,s9_ee,4,3.0,Ecological emergency
NEW,s1_gov,21,0.0,"Governance, development and funding"
NEW,s2_m&a,18,0.0,Mitigation and adaptation
NEW,s3_c&a,7,0.0,Commitment and intergration
NEW,s4_coms,9,0.0,"Community, engagement and communications"
NEW,s5_mset,5,0.0,Measuring and setting emissions targets
NEW,s6_cb,4,0.0,Co-benefits
NEW,s7_dsi,5,0.0,Diversity and inclusion
NEW,s8_est,5,0.0,"Education, skills and training"
NEW,s9_ee,4,0.0,Ecological emergency
NFK,s1_gov,21,0.0,"Governance, development and funding"
NFK,s2_m&a,18,0.0,Mitigation and adaptation
NFK,s3_c&a,5,0.0,Commitment and intergration
NFK,s4_coms,9,0.0,"Community, engagement and communications"
NFK,s5_mset,5,0.0,Measuring and setting emissions targets
NFK,s6_cb,4,0.0,Co-benefits
NFK,s7_dsi,5,0.0,Diversity and inclusion
NFK,s8_est,5,0.0,"Education, skills and training"
NFK,s9_ee,4,0.0,Ecological emergency
NGM,s1_gov,21,14.0,"Governance, development and funding"
NGM,s2_m&a,18,15.0,Mitigation and adaptation
